Issue_ID,Summary,Description,Status,Priority,Assignee,Reporter,Created_Date,Due_Date
ISSUE-593,Task summary 593,Detailed description of task 593,In Progress,Low,user_20,user_4,2023-01-25 16:00:00,2023-02-25 16:00:00
ISSUE-594,Task summary 594,Detailed description of task 594,Done,Critical,user_27,user_44,2023-01-25 17:00:00,2023-02-25 17:00:00
ISSUE-595,Task summary 595,Detailed description of task 595,In Progress,High,user_5,user_16,2023-01-25 18:00:00,2023-02-25 18:00:00
ISSUE-596,Task summary 596,Detailed description of task 596,Done,Low,user_35,user_41,2023-01-25 19:00:00,2023-02-25 19:00:00
ISSUE-597,Task summary 597,Detailed description of task 597,Done,Critical,user_12,user_25,2023-01-25 20:00:00,2023-02-25 20:00:00
ISSUE-598,Task summary 598,Detailed description of task 598,To Do,Critical,user_32,user_23,2023-01-25 21:00:00,2023-02-25 21:00:00
ISSUE-599,Task summary 599,Detailed description of task 599,To Do,Critical,user_43,user_15,2023-01-25 22:00:00,2023-02-25 22:00:00
ISSUE-600,Task summary 600,Detailed description of task 600,To Do,Low,user_23,user_22,2023-01-25 23:00:00,2023-02-25 23:00:00
ISSUE-601,Task summary 601,Detailed description of task 601,Done,Low,user_10,user_2,2023-01-26 00:00:00,2023-02-26 00:00:00
ISSUE-602,Task summary 602,Detailed description of task 602,To Do,High,user_27,user_29,2023-01-26 01:00:00,2023-02-26 01:00:00
ISSUE-603,Task summary 603,Detailed description of task 603,In Progress,High,user_31,user_50,2023-01-26 02:00:00,2023-02-26 02:00:00
ISSUE-604,Task summary 604,Detailed description of task 604,Done,Medium,user_43,user_43,2023-01-26 03:00:00,2023-02-26 03:00:00
ISSUE-605,Task summary 605,Detailed description of task 605,To Do,Critical,user_40,user_3,2023-01-26 04:00:00,2023-02-26 04:00:00
ISSUE-606,Task summary 606,Detailed description of task 606,To Do,Low,user_38,user_49,2023-01-26 05:00:00,2023-02-26 05:00:00
ISSUE-607,Task summary 607,Detailed description of task 607,Done,Critical,user_9,user_23,2023-01-26 06:00:00,2023-02-26 06:00:00
ISSUE-608,Task summary 608,Detailed description of task 608,Done,Medium,user_14,user_24,2023-01-26 07:00:00,2023-02-26 07:00:00
ISSUE-609,Task summary 609,Detailed description of task 609,In Progress,High,user_9,user_23,2023-01-26 08:00:00,2023-02-26 08:00:00
ISSUE-610,Task summary 610,Detailed description of task 610,In Progress,High,user_24,user_17,2023-01-26 09:00:00,2023-02-26 09:00:00
ISSUE-611,Task summary 611,Detailed description of task 611,Done,High,user_7,user_40,2023-01-26 10:00:00,2023-02-26 10:00:00
ISSUE-612,Task summary 612,Detailed description of task 612,To Do,Medium,user_23,user_44,2023-01-26 11:00:00,2023-02-26 11:00:00
ISSUE-613,Task summary 613,Detailed description of task 613,To Do,Critical,user_45,user_38,2023-01-26 12:00:00,2023-02-26 12:00:00
ISSUE-614,Task summary 614,Detailed description of task 614,To Do,Low,user_36,user_38,2023-01-26 13:00:00,2023-02-26 13:00:00
ISSUE-615,Task summary 615,Detailed description of task 615,To Do,Low,user_18,user_3,2023-01-26 14:00:00,2023-02-26 14:00:00
ISSUE-616,Task summary 616,Detailed description of task 616,Done,Low,user_8,user_23,2023-01-26 15:00:00,2023-02-26 15:00:00
ISSUE-617,Task summary 617,Detailed description of task 617,Done,Low,user_12,user_39,2023-01-26 16:00:00,2023-02-26 16:00:00
ISSUE-618,Task summary 618,Detailed description of task 618,Done,High,user_25,user_47,2023-01-26 17:00:00,2023-02-26 17:00:00
ISSUE-619,Task summary 619,Detailed description of task 619,Done,Critical,user_24,user_21,2023-01-26 18:00:00,2023-02-26 18:00:00
ISSUE-620,Task summary 620,Detailed description of task 620,To Do,High,user_20,user_43,2023-01-26 19:00:00,2023-02-26 19:00:00
ISSUE-621,Task summary 621,Detailed description of task 621,To Do,Critical,user_45,user_18,2023-01-26 20:00:00,2023-02-26 20:00:00
ISSUE-622,Task summary 622,Detailed description of task 622,To Do,Medium,user_37,user_2,2023-01-26 21:00:00,2023-02-26 21:00:00
ISSUE-623,Task summary 623,Detailed description of task 623,Done,Low,user_20,user_36,2023-01-26 22:00:00,2023-02-26 22:00:00
ISSUE-624,Task summary 624,Detailed description of task 624,To Do,Medium,user_34,user_37,2023-01-26 23:00:00,2023-02-26 23:00:00
ISSUE-625,Task summary 625,Detailed description of task 625,To Do,Critical,user_8,user_39,2023-01-27 00:00:00,2023-02-27 00:00:00
ISSUE-626,Task summary 626,Detailed description of task 626,In Progress,High,user_25,user_9,2023-01-27 01:00:00,2023-02-27 01:00:00
ISSUE-627,Task summary 627,Detailed description of task 627,To Do,High,user_4,user_46,2023-01-27 02:00:00,2023-02-27 02:00:00
ISSUE-628,Task summary 628,Detailed description of task 628,Done,High,user_6,user_11,2023-01-27 03:00:00,2023-02-27 03:00:00
ISSUE-629,Task summary 629,Detailed description of task 629,To Do,Low,user_13,user_49,2023-01-27 04:00:00,2023-02-27 04:00:00
ISSUE-630,Task summary 630,Detailed description of task 630,Done,Low,user_37,user_41,2023-01-27 05:00:00,2023-02-27 05:00:00
ISSUE-631,Task summary 631,Detailed description of task 631,In Progress,Medium,user_13,user_1,2023-01-27 06:00:00,2023-02-27 06:00:00
ISSUE-632,Task summary 632,Detailed description of task 632,Done,High,user_25,user_36,2023-01-27 07:00:00,2023-02-27 07:00:00
ISSUE-633,Task summary 633,Detailed description of task 633,In Progress,Medium,user_25,user_21,2023-01-27 08:00:00,2023-02-27 08:00:00
ISSUE-634,Task summary 634,Detailed description of task 634,In Progress,Critical,user_25,user_12,2023-01-27 09:00:00,2023-02-27 09:00:00
ISSUE-635,Task summary 635,Detailed description of task 635,To Do,Low,user_32,user_31,2023-01-27 10:00:00,2023-02-27 10:00:00
ISSUE-636,Task summary 636,Detailed description of task 636,To Do,Medium,user_40,user_16,2023-01-27 11:00:00,2023-02-27 11:00:00
ISSUE-637,Task summary 637,Detailed description of task 637,To Do,Critical,user_37,user_31,2023-01-27 12:00:00,2023-02-27 12:00:00
ISSUE-638,Task summary 638,Detailed description of task 638,Done,High,user_43,user_22,2023-01-27 13:00:00,2023-02-27 13:00:00
ISSUE-639,Task summary 639,Detailed description of task 639,In Progress,High,user_3,user_20,2023-01-27 14:00:00,2023-02-27 14:00:00
ISSUE-640,Task summary 640,Detailed description of task 640,To Do,Medium,user_24,user_27,2023-01-27 15:00:00,2023-02-27 15:00:00
ISSUE-641,Task summary 641,Detailed description of task 641,To Do,High,user_10,user_1,2023-01-27 16:00:00,2023-02-27 16:00:00
ISSUE-642,Task summary 642,Detailed description of task 642,In Progress,Low,user_47,user_10,2023-01-27 17:00:00,2023-02-27 17:00:00
ISSUE-643,Task summary 643,Detailed description of task 643,In Progress,Critical,user_21,user_37,2023-01-27 18:00:00,2023-02-27 18:00:00
ISSUE-644,Task summary 644,Detailed description of task 644,To Do,High,user_1,user_32,2023-01-27 19:00:00,2023-02-27 19:00:00
ISSUE-645,Task summary 645,Detailed description of task 645,In Progress,Low,user_1,user_20,2023-01-27 20:00:00,2023-02-27 20:00:00
ISSUE-646,Task summary 646,Detailed description of task 646,To Do,High,user_28,user_16,2023-01-27 21:00:00,2023-02-27 21:00:00
ISSUE-647,Task summary 647,Detailed description of task 647,Done,Low,user_48,user_7,2023-01-27 22:00:00,2023-02-27 22:00:00
ISSUE-648,Task summary 648,Detailed description of task 648,In Progress,Critical,user_16,user_15,2023-01-27 23:00:00,2023-02-27 23:00:00
ISSUE-649,Task summary 649,Detailed description of task 649,To Do,Medium,user_39,user_3,2023-01-28 00:00:00,2023-02-28 00:00:00
ISSUE-650,Task summary 650,Detailed description of task 650,In Progress,High,user_7,user_40,2023-01-28 01:00:00,2023-02-28 01:00:00
ISSUE-651,Task summary 651,Detailed description of task 651,To Do,Medium,user_10,user_18,2023-01-28 02:00:00,2023-02-28 02:00:00
ISSUE-652,Task summary 652,Detailed description of task 652,To Do,Critical,user_35,user_49,2023-01-28 03:00:00,2023-02-28 03:00:00
ISSUE-653,Task summary 653,Detailed description of task 653,To Do,Medium,user_7,user_31,2023-01-28 04:00:00,2023-02-28 04:00:00
ISSUE-654,Task summary 654,Detailed description of task 654,Done,Medium,user_21,user_48,2023-01-28 05:00:00,2023-02-28 05:00:00
ISSUE-655,Task summary 655,Detailed description of task 655,To Do,Critical,user_2,user_38,2023-01-28 06:00:00,2023-02-28 06:00:00
ISSUE-656,Task summary 656,Detailed description of task 656,In Progress,Low,user_20,user_4,2023-01-28 07:00:00,2023-02-28 07:00:00
ISSUE-657,Task summary 657,Detailed description of task 657,Done,Medium,user_1,user_28,2023-01-28 08:00:00,2023-02-28 08:00:00
ISSUE-658,Task summary 658,Detailed description of task 658,In Progress,Low,user_7,user_1,2023-01-28 09:00:00,2023-02-28 09:00:00
ISSUE-659,Task summary 659,Detailed description of task 659,To Do,Medium,user_32,user_19,2023-01-28 10:00:00,2023-02-28 10:00:00
ISSUE-660,Task summary 660,Detailed description of task 660,Done,Low,user_24,user_38,2023-01-28 11:00:00,2023-02-28 11:00:00
ISSUE-661,Task summary 661,Detailed description of task 661,Done,Critical,user_30,user_9,2023-01-28 12:00:00,2023-02-28 12:00:00
ISSUE-662,Task summary 662,Detailed description of task 662,Done,Low,user_35,user_40,2023-01-28 13:00:00,2023-02-28 13:00:00
ISSUE-663,Task summary 663,Detailed description of task 663,To Do,Low,user_37,user_16,2023-01-28 14:00:00,2023-02-28 14:00:00
ISSUE-664,Task summary 664,Detailed description of task 664,In Progress,High,user_22,user_36,2023-01-28 15:00:00,2023-02-28 15:00:00
ISSUE-665,Task summary 665,Detailed description of task 665,In Progress,High,user_39,user_48,2023-01-28 16:00:00,2023-02-28 16:00:00
ISSUE-666,Task summary 666,Detailed description of task 666,In Progress,Critical,user_25,user_27,2023-01-28 17:00:00,2023-02-28 17:00:00
ISSUE-667,Task summary 667,Detailed description of task 667,To Do,High,user_36,user_41,2023-01-28 18:00:00,2023-02-28 18:00:00
ISSUE-668,Task summary 668,Detailed description of task 668,To Do,Low,user_28,user_44,2023-01-28 19:00:00,2023-02-28 19:00:00
ISSUE-669,Task summary 669,Detailed description of task 669,In Progress,High,user_50,user_2,2023-01-28 20:00:00,2023-02-28 20:00:00
ISSUE-670,Task summary 670,Detailed description of task 670,Done,Critical,user_8,user_8,2023-01-28 21:00:00,2023-02-28 21:00:00
ISSUE-671,Task summary 671,Detailed description of task 671,Done,Low,user_17,user_38,2023-01-28 22:00:00,2023-02-28 22:00:00
ISSUE-672,Task summary 672,Detailed description of task 672,In Progress,Critical,user_39,user_19,2023-01-28 23:00:00,2023-02-28 23:00:00
ISSUE-673,Task summary 673,Detailed description of task 673,In Progress,High,user_18,user_47,2023-01-29 00:00:00,2023-03-01 00:00:00
ISSUE-674,Task summary 674,Detailed description of task 674,Done,Critical,user_18,user_36,2023-01-29 01:00:00,2023-03-01 01:00:00
ISSUE-675,Task summary 675,Detailed description of task 675,In Progress,Medium,user_29,user_18,2023-01-29 02:00:00,2023-03-01 02:00:00
ISSUE-676,Task summary 676,Detailed description of task 676,Done,Critical,user_21,user_13,2023-01-29 03:00:00,2023-03-01 03:00:00
ISSUE-677,Task summary 677,Detailed description of task 677,Done,Low,user_28,user_10,2023-01-29 04:00:00,2023-03-01 04:00:00
ISSUE-678,Task summary 678,Detailed description of task 678,To Do,Medium,user_23,user_18,2023-01-29 05:00:00,2023-03-01 05:00:00
ISSUE-679,Task summary 679,Detailed description of task 679,To Do,Medium,user_4,user_13,2023-01-29 06:00:00,2023-03-01 06:00:00
ISSUE-680,Task summary 680,Detailed description of task 680,Done,Critical,user_10,user_49,2023-01-29 07:00:00,2023-03-01 07:00:00
ISSUE-681,Task summary 681,Detailed description of task 681,In Progress,Medium,user_18,user_34,2023-01-29 08:00:00,2023-03-01 08:00:00
ISSUE-682,Task summary 682,Detailed description of task 682,Done,Medium,user_13,user_5,2023-01-29 09:00:00,2023-03-01 09:00:00
ISSUE-683,Task summary 683,Detailed description of task 683,Done,Medium,user_18,user_42,2023-01-29 10:00:00,2023-03-01 10:00:00
ISSUE-684,Task summary 684,Detailed description of task 684,In Progress,Low,user_50,user_9,2023-01-29 11:00:00,2023-03-01 11:00:00
ISSUE-685,Task summary 685,Detailed description of task 685,Done,High,user_49,user_33,2023-01-29 12:00:00,2023-03-01 12:00:00
ISSUE-686,Task summary 686,Detailed description of task 686,To Do,Low,user_28,user_23,2023-01-29 13:00:00,2023-03-01 13:00:00
ISSUE-687,Task summary 687,Detailed description of task 687,In Progress,Low,user_23,user_42,2023-01-29 14:00:00,2023-03-01 14:00:00
ISSUE-688,Task summary 688,Detailed description of task 688,In Progress,Low,user_27,user_5,2023-01-29 15:00:00,2023-03-01 15:00:00
ISSUE-689,Task summary 689,Detailed description of task 689,Done,Critical,user_11,user_35,2023-01-29 16:00:00,2023-03-01 16:00:00
ISSUE-690,Task summary 690,Detailed description of task 690,Done,Medium,user_14,user_47,2023-01-29 17:00:00,2023-03-01 17:00:00
ISSUE-691,Task summary 691,Detailed description of task 691,Done,High,user_46,user_21,2023-01-29 18:00:00,2023-03-01 18:00:00
ISSUE-692,Task summary 692,Detailed description of task 692,Done,Low,user_17,user_12,2023-01-29 19:00:00,2023-03-01 19:00:00
ISSUE-693,Task summary 693,Detailed description of task 693,In Progress,High,user_46,user_43,2023-01-29 20:00:00,2023-03-01 20:00:00
ISSUE-694,Task summary 694,Detailed description of task 694,In Progress,Low,user_9,user_33,2023-01-29 21:00:00,2023-03-01 21:00:00
ISSUE-695,Task summary 695,Detailed description of task 695,In Progress,Low,user_14,user_36,2023-01-29 22:00:00,2023-03-01 22:00:00
ISSUE-696,Task summary 696,Detailed description of task 696,To Do,Critical,user_49,user_38,2023-01-29 23:00:00,2023-03-01 23:00:00
ISSUE-697,Task summary 697,Detailed description of task 697,Done,Critical,user_22,user_42,2023-01-30 00:00:00,2023-03-02 00:00:00
ISSUE-698,Task summary 698,Detailed description of task 698,Done,High,user_18,user_20,2023-01-30 01:00:00,2023-03-02 01:00:00
ISSUE-699,Task summary 699,Detailed description of task 699,In Progress,Medium,user_38,user_36,2023-01-30 02:00:00,2023-03-02 02:00:00
ISSUE-700,Task summary 700,Detailed description of task 700,In Progress,Low,user_29,user_33,2023-01-30 03:00:00,2023-03-02 03:00:00
ISSUE-701,Task summary 701,Detailed description of task 701,In Progress,Low,user_7,user_22,2023-01-30 04:00:00,2023-03-02 04:00:00
ISSUE-702,Task summary 702,Detailed description of task 702,Done,Low,user_18,user_7,2023-01-30 05:00:00,2023-03-02 05:00:00
ISSUE-703,Task summary 703,Detailed description of task 703,To Do,Critical,user_45,user_15,2023-01-30 06:00:00,2023-03-02 06:00:00
ISSUE-704,Task summary 704,Detailed description of task 704,To Do,Low,user_9,user_8,2023-01-30 07:00:00,2023-03-02 07:00:00
ISSUE-705,Task summary 705,Detailed description of task 705,In Progress,High,user_50,user_29,2023-01-30 08:00:00,2023-03-02 08:00:00
ISSUE-706,Task summary 706,Detailed description of task 706,In Progress,Low,user_24,user_24,2023-01-30 09:00:00,2023-03-02 09:00:00
ISSUE-707,Task summary 707,Detailed description of task 707,In Progress,Low,user_33,user_12,2023-01-30 10:00:00,2023-03-02 10:00:00
ISSUE-708,Task summary 708,Detailed description of task 708,In Progress,Critical,user_27,user_39,2023-01-30 11:00:00,2023-03-02 11:00:00
ISSUE-709,Task summary 709,Detailed description of task 709,Done,High,user_14,user_3,2023-01-30 12:00:00,2023-03-02 12:00:00
ISSUE-710,Task summary 710,Detailed description of task 710,Done,Medium,user_17,user_3,2023-01-30 13:00:00,2023-03-02 13:00:00
ISSUE-711,Task summary 711,Detailed description of task 711,Done,Low,user_16,user_28,2023-01-30 14:00:00,2023-03-02 14:00:00
ISSUE-712,Task summary 712,Detailed description of task 712,Done,Critical,user_4,user_5,2023-01-30 15:00:00,2023-03-02 15:00:00
ISSUE-713,Task summary 713,Detailed description of task 713,Done,Critical,user_1,user_35,2023-01-30 16:00:00,2023-03-02 16:00:00
ISSUE-714,Task summary 714,Detailed description of task 714,In Progress,Low,user_30,user_3,2023-01-30 17:00:00,2023-03-02 17:00:00
ISSUE-715,Task summary 715,Detailed description of task 715,In Progress,Critical,user_28,user_36,2023-01-30 18:00:00,2023-03-02 18:00:00
ISSUE-716,Task summary 716,Detailed description of task 716,In Progress,High,user_5,user_12,2023-01-30 19:00:00,2023-03-02 19:00:00
ISSUE-717,Task summary 717,Detailed description of task 717,Done,Low,user_18,user_30,2023-01-30 20:00:00,2023-03-02 20:00:00
ISSUE-718,Task summary 718,Detailed description of task 718,In Progress,High,user_7,user_28,2023-01-30 21:00:00,2023-03-02 21:00:00
ISSUE-719,Task summary 719,Detailed description of task 719,To Do,Low,user_1,user_9,2023-01-30 22:00:00,2023-03-02 22:00:00
ISSUE-720,Task summary 720,Detailed description of task 720,Done,Medium,user_7,user_25,2023-01-30 23:00:00,2023-03-02 23:00:00
ISSUE-721,Task summary 721,Detailed description of task 721,In Progress,Critical,user_34,user_1,2023-01-31 00:00:00,2023-03-03 00:00:00
ISSUE-722,Task summary 722,Detailed description of task 722,In Progress,High,user_5,user_45,2023-01-31 01:00:00,2023-03-03 01:00:00
ISSUE-723,Task summary 723,Detailed description of task 723,Done,Medium,user_36,user_42,2023-01-31 02:00:00,2023-03-03 02:00:00
ISSUE-724,Task summary 724,Detailed description of task 724,In Progress,Low,user_27,user_42,2023-01-31 03:00:00,2023-03-03 03:00:00
ISSUE-725,Task summary 725,Detailed description of task 725,In Progress,Critical,user_23,user_18,2023-01-31 04:00:00,2023-03-03 04:00:00
ISSUE-726,Task summary 726,Detailed description of task 726,In Progress,High,user_45,user_2,2023-01-31 05:00:00,2023-03-03 05:00:00
ISSUE-727,Task summary 727,Detailed description of task 727,To Do,High,user_47,user_21,2023-01-31 06:00:00,2023-03-03 06:00:00
ISSUE-728,Task summary 728,Detailed description of task 728,In Progress,High,user_42,user_30,2023-01-31 07:00:00,2023-03-03 07:00:00
ISSUE-729,Task summary 729,Detailed description of task 729,Done,Medium,user_50,user_46,2023-01-31 08:00:00,2023-03-03 08:00:00
